ID,Title,Directed by,Produced by,Cinematography,Running Time (int),Release Date (datetime),Distributed by,Language,Written by,Starring,Edited by,Production companies,Release Year,SentimentScore,Budget (float),Box Office Status
1070,Jane Got a Gun,Gavin O'Connor,"['Natalie Portman', 'Aleen Keshishian', 'Zack Schiller', 'Mary Regency Boies', 'Scott Steindorff', 'Scott LaStaiti', 'Terry Dougas']",Mandy Walker,98.0,2015-12-31,The Weinstein Company,English,"['Brian Duffield', 'Anthony Tambakis', 'Joel Edgerton']","['Natalie Portman', 'Joel Edgerton', 'Noah Emmerich', 'Rodrigo Santoro', 'Boyd Holbrook', 'Ewan McGregor']",Alan Cody,"['Boies/Schiller Film Group', 'Handsomecharlie Films', '1821 Pictures', 'Stone Village', 'WeatherVane Productions']",2015,0.59,25000000.0,Failure
1071,"Hail, Caesar!","['Joel Coen', 'Ethan Coen']","['Joel Coen', 'Ethan Coen', 'Tim Bevan', 'Eric Fellner']",Roger Deakins,106.0,2016-02-01,Universal Pictures,English,"['Joel Coen', 'Ethan Coen']","['Josh Brolin', 'George Clooney', 'Alden Ehrenreich', 'Ralph Fiennes', 'Jonah Hill', 'Scarlett Johansson', 'Frances McDormand', 'Tilda Swinton', 'Channing Tatum']","['Reginald Jaynes', 'Roderick Jaynes']","['Working Title Films', 'Mike Zoss Productions']",2016,0.76,22000000.0,Success
1072,Pride and Prejudice and Zombies,Burr Steers,"['Sean McKittrick', 'Allison Shearmur', 'Natalie Portman', 'Annette Savitch', 'Brian Oliver', 'Tyler Thompson', 'Marc Butan']",Remi Adefarasin,108.0,2016-01-21,"['Sony Pictures Releasing (United States)', 'Lionsgate (United Kingdom)']",English,Burr Steers,"['Lily James', 'Sam Riley', 'Jack Huston', 'Bella Heathcote', 'Douglas Booth', 'Matt Smith', 'Charles Dance', 'Lena Headey']",Padraic McKinley,"['Screen Gems', 'Cross Creek Pictures', 'Sierra Pictures', 'MadRiver Pictures', 'QC Entertainment', 'Allison Shearmur Productions', 'Handsomecharlie Films', 'Head Gear Films']",2016,0.66,28000000.0,Failure
1073,The Choice,Ross Katz,"['Nicholas Sparks', 'Peter Safran', 'Theresa Park']",Alar Kivilo,111.0,2016-02-05,Lionsgate,English,Bryan Sipe,"['Benjamin Walker', 'Teresa Palmer', 'Maggie Grace', 'Alexandra Daddario', 'Tom Welling', 'Tom Wilkinson']","['Joe Klotz', 'Lucy Donaldson']","['Nicholas Sparks Productions', 'The Safran Company']",2016,0.5263157894736842,10000000.0,Success
1074,Deadpool,Tim Miller,"['Simon Kinberg', 'Ryan Reynolds', 'Lauren Shuler Donner']",Ken Seng,108.0,2016-02-08,20th Century Fox,English,"['Rhett Reese', 'Paul Wernick']","['Ryan Reynolds', 'Morena Baccarin', 'Ed Skrein', 'T. J. Miller', 'Gina Carano', 'Brianna Hildebrand']",Julian Clarke,"['Marvel Entertainment', 'TSG Entertainment', 'Kinberg Genre', ""The Donners' Company""]",2016,0.55,58000000.0,Success
1075,Zoolander 2,Ben Stiller,"['Ben Stiller', 'Stuart Cornfeld', 'Scott Rudin', 'Clayton Townsend', 'Jeff Mann']",Dan Mindel,102.0,2016-02-04,Paramount Pictures,English,"['Justin Theroux', 'Ben Stiller', 'Nick Stoller', 'John Hamburg']","['Ben Stiller', 'Owen Wilson', 'Will Ferrell', 'Penélope Cruz', 'Kristen Wiig', 'Fred Armisen']",Greg Hayden,"['Red Hour Productions', 'Scott Rudin Productions']",2016,0.47,50000000.0,Failure
1076,How to Be Single,Christian Ditter,"['John Rickard', 'Dana Fox']",Christian Rein,110.0,2016-02-09,Warner Bros. Pictures,English,"['Abby Kohn', 'Marc Silverstein', 'Dana Fox']","['Dakota Johnson', 'Rebel Wilson', 'Damon Wayans Jr.', 'Anders Holm', 'Alison Brie', 'Nicholas Braun', 'Jake Lacy', 'Jason Mantzoukas', 'Leslie Mann']",Tia Nolan,"['New Line Cinema', 'Metro-Goldwyn-Mayer', 'RatPac-Dune Entertainment', 'Flower Films', 'Wrigley Pictures']",2016,0.63,38000000.0,Success
1077,Risen,Kevin Reynolds,"['Patrick Aiello', 'Mickey Liddell', 'Pete Shilaimon']",Lorenzo Senatore,107.0,2016-02-15,Sony Pictures Releasing,English,"['Kevin Reynolds', 'Paul Aiello']","['Joseph Fiennes', 'Tom Felton', 'Peter Firth', 'Cliff Curtis']",Steve Mirkovich,"['Columbia Pictures', 'LD Entertainment', 'Affirm Films']",2016,0.79,20000000.0,Success
1078,The Witch,Robert Eggers,"['Jay Van Hoy', 'Lars Knudsen', 'Jodi Redmond', 'Daniel Bekerman', 'Rodrigo Teixeira']",Jarin Blaschke,92.0,2015-01-27,"['A24 (United States)', 'Elevation Pictures (Canada)']",Early Modern English,Robert Eggers,"['Anya Taylor-Joy', 'Ralph Ineson', 'Kate Dickie', 'Harvey Scrimshaw', 'Ellie Grainger', 'Lucas Dawson']",Louise Ford,"['Parts and Labor', 'RT Features', 'Rooks Nest Entertainment', 'Maiden Voyage Pictures', 'Mott Street Pictures', 'Code Red Productions', 'Scythia Films', 'Pulse Films', 'Special Projects']",2015,0.63,4000000.0,Success
1079,Gods of Egypt,Alex Proyas,"['Basil Iwanyk', 'Alex Proyas']",Peter Menzies Jr.,127.0,2016-02-25,"['Lionsgate', ' (United States)', 'Entertainment One', ' (Australia)']",English,"['Matt Sazama', 'Burk Sharpless']","['Nikolaj Coster-Waldau', 'Gerard Butler', 'Brenton Thwaites', 'Chadwick Boseman', 'Élodie Yung', 'Courtney Eaton', 'Rufus Sewell', 'Geoffrey Rush']",Richard Learoyd,"['Summit Entertainment', 'Mystery Clock Cinema', 'Thunder Road Films']",2016,0.48,140000000.0,Failure
1080,Triple 9,John Hillcoat,"['Keith Redmon', 'Bard Dorros', 'Marc Butan', 'Anthony Katagas', 'Christopher Woodrow', 'John Hillcoat']",Nicolas Karakatsanis,116.0,2016-02-16,Open Road Films,English,Matt Cook,"['Casey Affleck', 'Chiwetel Ejiofor', 'Anthony Mackie', 'Aaron Paul', 'Clifton Collins Jr.', 'Norman Reedus', 'Teresa Palmer', 'Michael K. Williams', 'Gal Gadot', 'Woody Harrelson', 'Kate Winslet']",Dylan Tichenor,"['Worldview Entertainment', 'Sierra Pictures', 'Anonymous Content', 'MadRiver Pictures', 'SureFire Capital']",2016,0.72,20000000.0,Failure
1081,Eddie the Eagle,Dexter Fletcher,"['Adam Bohling', 'David Reid', 'Rupert Maconick', 'Valerie Van Galder', 'Matthew Vaughn']",George Richmond,106.0,2015-12-12,"['Lionsgate (UK/Ireland)', '20th Century Fox (Worldwide)']",English,"['Sean Macaulay', 'Simon Kelton']","['Taron Egerton', 'Hugh Jackman', 'Christopher Walken', 'Iris Berben', 'Jim Broadbent']",Martin Walsh,"['Marv', 'Studio Babelsberg', 'Saville Productions', 'TSG Entertainment']",2015,0.85,23000000.0,Failure
1083,London Has Fallen,Babak Najafi,"['Gerard Butler', 'Alan Siegel', 'Mark Gill', 'John Thompson', ""Matt O'Toole"", 'Les Weldon']",Ed Wild,99.0,2016-03-01,Focus Features (through Gramercy Pictures ),English,"['Creighton Rothenberger', 'Katrin Benedikt', 'Christian Gudegast', 'Chad St. John']","['Gerard Butler', 'Aaron Eckhart', 'Morgan Freeman', 'Alon Moni Aboutboul', 'Angela Bassett', 'Robert Forster', 'Jackie Earle Haley', 'Melissa Leo', 'Radha Mitchell', ""Sean O'Bryan"", 'Waleed Zuaiter']","['Paul Martin Smith', 'Michael Duthie']","['Millennium Films', 'G-BASE']",2016,0.5,60000000.0,Success
1084,Whiskey Tango Foxtrot,"['Glenn Ficarra', 'John Requa']","['Lorne Michaels', 'Tina Fey', 'Ian Bryce']",Xavier Grobet,112.0,2016-03-04,Paramount Pictures,English,Robert Carlock,"['Tina Fey', 'Margot Robbie', 'Martin Freeman', 'Alfred Molina', 'Billy Bob Thornton']",Jan Kovac,"['Broadway Video', 'Little Stranger']",2016,0.72,35000000.0,Failure
1085,The Other Side of the Door,Johannes Roberts,"['Alexandre Aja', 'Rory Aitken', 'Ben Pugh']",Maxime Alexandre,95.0,2016-03-04,20th Century Fox,English,"['Ernest Riera', 'Johannes Roberts']","['Sarah Wayne Callies', 'Jeremy Sisto']",Baxter,"['42', 'Fire Axe Pictures', 'TSG Entertainment']",2016,0.44,5000000.0,Success
1087,10 Cloverfield Lane,Dan Trachtenberg,"['J. J. Abrams', 'Lindsey Weber']",Jeff Cutter,104.0,2016-03-08,Paramount Pictures,English,"['Josh Campbell', 'Matt Stuecken', 'Damien Chazelle']","['Mary Elizabeth Winstead', 'John Goodman', 'John Gallagher Jr.']",Stefan Grube,Bad Robot,2016,0.5294117647058824,13000000.0,Success
1088,Grimsby,Louis Leterrier,"['Sacha Baron Cohen', 'Nira Park', 'Peter Baynham', 'Ant Hines', 'Todd Schulman']",Oliver Wood,83.0,2016-02-24,Sony Pictures Releasing,English,"['Sacha Baron Cohen', 'Phil Johnston', 'Peter Baynham']","['Sacha Baron Cohen', 'Mark Strong', 'Isla Fisher', 'Rebel Wilson', 'Gabourey Sidibe', 'Penélope Cruz']","['James Thomas', 'Jonathan Amos', 'Debra Neil-Fisher', 'Evan Henke']","['Columbia Pictures', 'Four By Two Films', 'Working Title Films', 'Big Talk Productions']",2016,0.72,35000000.0,Failure
1089,The Young Messiah,Cyrus Nowrasteh,"['Michael Barnathan', 'Chris Columbus', 'Tracy K. Price', 'Mark Radcliffe', 'Mark W. Shaw']",Joel Ransom,111.0,2016-03-11,Focus Features,English,"['Cyrus Nowrasteh', 'Betsy Giffen Nowrasteh']","['Adam Greaves-Neal', 'Sean Bean', 'David Bradley', 'Lee Boardman', 'Jonathan Bailey', 'David Burke']",Geoffrey Rowland,"['1492 Pictures', 'CJ Entertainment', 'Hyde Park International', 'Ocean Blue Entertainment']",2016,0.64,18500000.0,Failure
1090,The Perfect Match,Bille Woodruff,"['Yanelley Arty', 'Alex Avant', 'Johnson Chan', 'Shakim Compere', 'Douglas Shaffer']",Tommy Maddox-Upshaw,96.0,2016-03-07,Lionsgate,English,"['Brandon Broussard', 'Gary Hardwick', 'Dana Verde']","['Terrence J', 'Cassie Ventura', 'Donald Faison', 'Dascha Polanco', 'Robert Christopher Riley', 'Lauren London', 'Joe Pantoliano', 'Paula Patton']",Michael Jablow,"['CodeBlack Films', 'Jorva Entertainment Productions', 'Flavor Unit Entertainment']",2016,0.6666666666666666,5000000.0,Failure
1091,"Hello, My Name Is Doris",Michael Showalter,"['Daniela Taplin Lundberg', 'Riva Marker', 'Daniel Crown', 'Jordana Mollick', 'Kevin Mann']",Brian Burgoyne,90.0,2015-03-14,"['Roadside Attractions (United States)', 'Sony Pictures Releasing International (International)']",English,"['Laura Terruso', 'Michael Showalter']","['Sally Field', 'Max Greenfield', 'Beth Behrs', 'Wendi McLendon-Covey', 'Stephen Root', 'Elizabeth Reaser', 'Natasha Lyonne', 'Tyne Daly']",Robert Nassau,"['Stage 6 Films', 'Red Crown Productions', 'Haven Entertainment']",2015,0.6923076923076923,1000000.0,Success
1092,Miracles from Heaven,Patricia Riggen,"['DeVon Franklin', 'T. D. Jakes', 'Joe Roth']",Checco Varese,109.0,2016-02-21,Sony Pictures Releasing,English,Randy Brown,"['Jennifer Garner', 'Kylie Rogers', 'Martin Henderson', 'John Carroll Lynch', 'Eugenio Derbez', 'Queen Latifah']",Emma E. Hickox,"['Columbia Pictures', 'TriStar Pictures', 'Affirm Films', 'Roth Films', 'TDJ Enterprises', 'Franklin Entertainment']",2016,0.73,14000000.0,Success
1093,The Divergent Series: Allegiant,Robert Schwentke,"['Lucy Fisher', 'Pouya Shahbazian', 'Douglas Wick']",Florian Ballhaus,121.0,2016-03-08,Lionsgate,English,"['Noah Oppenheim', 'Adam Cooper', 'Bill Collage']","['Shailene Woodley', 'Theo James', 'Jeff Daniels', 'Miles Teller', 'Ansel Elgort', 'Zoë Kravitz', 'Maggie Q', 'Ray Stevenson', 'Bill Skarsgård', 'Octavia Spencer', 'Naomi Watts']",Stuart Levy,"['Summit Entertainment', 'Red Wagon Entertainment', 'Mandeville Films']",2016,0.59,110000000.0,Failure
1094,The Bronze,Bryan Buckley,Stephanie Langhoff,Scott Henriksen,100.0,2015-01-22,Sony Pictures Classics,English,"['Melissa Rauch', 'Winston Rauch']","['Melissa Rauch', 'Gary Cole', 'Thomas Middleditch', 'Sebastian Stan', 'Cecily Strong', 'Haley Lu Richardson']",Jay Nelson,"['Stage 6 Films', 'Duplass Brothers Productions']",2015,0.55,3500000.0,Failure
1095,Midnight Special,Jeff Nichols,"['Sarah Green', 'Brian Kavanaugh-Jones']",Adam Stone,112.0,2016-02-12,Warner Bros. Pictures,English,Jeff Nichols,"['Michael Shannon', 'Joel Edgerton', 'Kirsten Dunst', 'Adam Driver', 'Jaeden Martell', 'Sam Shepard']",Julie Monroe,"['Faliro House Productions', 'Tri-State Pictures', 'RatPac-Dune Entertainment']",2016,0.8,18000000.0,Failure
1096,Batman v Superman: Dawn of Justice,Zack Snyder,"['Charles Roven', 'Deborah Snyder']",Larry Fong,152.0,2016-03-19,Warner Bros. Pictures,English,"['Chris Terrio', 'David S. Goyer']","['Ben Affleck', 'Henry Cavill', 'Amy Adams', 'Jesse Eisenberg', 'Diane Lane', 'Laurence Fishburne', 'Jeremy Irons', 'Holly Hunter', 'Gal Gadot']",David Brenner,"['Warner Bros. Pictures', '', 'DC Entertainment', 'Atlas Entertainment', 'Cruel and Unusual Films']",2016,0.6,250000000.0,Success
1097,My Big Fat Greek Wedding 2,Kirk Jones,"['Gary Goetzman', 'Tom Hanks', 'Rita Wilson']",Jim Denault,94.0,2016-03-15,Universal Pictures,English,Nia Vardalos,"['Nia Vardalos', 'John Corbett', 'Lainie Kazan', 'Gia Carides', 'Joey Fatone', 'Louis Mandylor', 'Andrea Martin', 'Michael Constantine']",Markus Czyzewski,"['Gold Circle Entertainment', 'Home Box Office', 'Playtone']",2016,0.73,18000000.0,Success
1098,I Saw the Light,Marc Abraham,"['Marc Abraham', 'Aaron L. Gilbert', 'Brett Ratner', 'G. Marq Roswell']",Dante Spinotti,123.0,2015-09-11,Sony Pictures Classics,English,Marc Abraham,"['Tom Hiddleston', 'Elizabeth Olsen', 'Cherry Jones', 'Bradley Whitford', 'Maddie Hasson', 'Wrenn Schmidt']",Alan Heim,"['Bron Studios', 'CW Media Finance', 'RatPac Entertainment']",2015,0.4583333333333333,13000000.0,Failure
1099,Everybody Wants Some!!,Richard Linklater,"['Megan Ellison', 'Richard Linklater', 'Ginger Sledge']",Shane F. Kelly,116.0,2016-03-11,Paramount Pictures,English,Richard Linklater,"['Will Brittain', 'Zoey Deutch', 'Ryan Guzman', 'Tyler Hoechlin', 'Blake Jenner', 'J. Quinton Johnson', 'Glen Powell', 'Wyatt Russell', 'Austin Amelio', 'Temple Baker', 'Tanner Kalina', 'Juston Street', 'Forrest Vickery']",Sandra Adair,"['Annapurna Pictures', 'Detour Filmproduction']",2016,0.74,10000000.0,Failure
1100,God's Not Dead 2,Harold Cronk,"['Elizabeth Hatcher-Travis', 'Brittany Lefebvre', 'Michael Scott', 'David A. R. White', 'Russell Wolfe', 'Matt Shapira', 'Nathan Wenban']",Brian Shanley,120.0,2016-04-01,Pure Flix Entertainment,English,"['Chuck Konzelman', 'Cary Solomon']","['Melissa Joan Hart', 'Jesse Metcalfe', 'David A. R. White', 'Ernie Hudson', 'Hayley Orrantia', 'Robin Givens', 'Fred Dalton Thompson', 'Maria Canals-Barrera', 'Sadie Robertson', 'Pat Boone', 'Ray Wise']",Vance Null,Pure Flix,2016,0.42,5000000.0,Success
1101,Meet the Blacks,Deon Taylor,"['Roxanne Avent', 'Shannon McIntosh', 'Deon Taylor']",John T. Connor,93.0,2016-04-01,Freestyle Releasing,English,"['Deon Taylor', 'Nicole DeMasi']","['Mike Epps', 'Gary Owen', 'Zulay Henao', 'Bresha Webb', 'Lil Duval', 'King Bach', 'Charlie Murphy', 'George Lopez', 'Mike Tyson']","['Suzanne Hines', 'Patrick McMahon']",Hidden Empire Film Group,2016,0.44,900000.0,Success
1102,The Boss,Ben Falcone,"['Melissa McCarthy', 'Ben Falcone', 'Will Ferrell', 'Adam McKay', 'Chris Henchy']",Julio Macat,99.0,2016-03-21,Universal Pictures,English,"['Melissa McCarthy', 'Ben Falcone', 'Steve Mallory']","['Melissa McCarthy', 'Kristen Bell', 'Kathy Bates', 'Tyler Labine', 'Peter Dinklage']",Craig Alpert,"['Gary Sanchez Productions', 'On The Day Productions']",2016,0.67,29000000.0,Success
1103,Hardcore Henry,Ilya Naishuller,"['Timur Bekmambetov', 'Inga Vainshtein Smith', 'Ilya Naishuller', 'Ekaterina Kononenko']","['Sergey Valyaev', 'Andrey Dementiev', 'Ilya Naishuller', 'Pasha Kapinos', 'Vsevolod Kaptur', 'Fedor Lyass']",96.0,2015-09-12,"['Mirsand (Russia)', 'STXfilms (United States)']",English,Ilya Naishuller,"['Sharlto Copley', 'Danila Kozlovsky', 'Haley Bennett', 'Svetlana Ustinova', 'Tim Roth']",Steve Mirkovich,"['Huayi Brothers Pictures', 'Bazelevs', 'Versus Pictures']",2015,0.51,2000000.0,Success
1104,Demolition,Jean-Marc Vallée,"['Lianne Halfon', 'Russ Smith', 'Molly Smith', 'Trent Luckinbill', 'Sidney Kimmel', 'Jean-Marc Vallée', 'Thad Luckinbill', 'John Malkovich']",Yves Bélanger,101.0,2015-09-10,Fox Searchlight Pictures,English,Bryan Sipe,"['Jake Gyllenhaal', 'Naomi Watts', 'Chris Cooper', 'Judah Lewis']",Jay M. Glen,"['Black Label Media', 'SKE Films', 'Mr. Mudd', 'TSG Entertainment']",2015,0.75,10000000.0,Failure
1105,The Invitation,Karyn Kusama,"['Phil Hay', 'Matt Manfredi', 'Martha Griffin', 'Nick Spicer']",Bobby Shore,100.0,2015-03-13,Drafthouse Films,English,"['Phil Hay', 'Matt Manfredi']","['Logan Marshall-Green', 'Tammy Blanchard', 'Michiel Huisman', 'Emayatzy Corinealdi', 'Lindsay Burdge', 'Michelle Krusiec', 'Mike Doyle', 'Jay Larson', 'John Carroll Lynch']",Plummy Tucker,"['Gamechanger Films', 'Lege Artis', 'XYZ Films']",2015,0.55,1000000.0,Failure
1107,Barbershop:The Next Cut,Malcolm D. Lee,"['Ice Cube', 'Robert Teitel', 'George Tillman Jr.']",Greg Gardiner,112.0,2016-04-06,Warner Bros. Pictures,English,"['Kenya Barris', 'Tracy Oliver']","['Ice Cube', 'Cedric the Entertainer', 'Regina Hall', 'Anthony Anderson', 'Eve', 'J.B. Smoove', 'Lamorne Morris', 'Sean Patrick Thomas', 'Tyga', 'Deon Cole', 'Common', 'Nicki Minaj']",Paul Millspaugh,"['New Line Cinema', 'Metro-Goldwyn-Mayer', 'State Street Pictures', 'Cube Vision']",2016,0.57,20000000.0,Success
1108,Criminal,Ariel Vromen,"['J. C. Spink', 'Jake Weiner', 'Mark Gill', ""Matt O'Toole"", 'Christa Campbell']",Dana Gonzales,109.0,2016-04-05,Lionsgate,English,"['Douglas Cook', 'David Weisberg']","['Kevin Costner', 'Gary Oldman', 'Tommy Lee Jones', 'Alice Eve', 'Gal Gadot']",Danny Rafic,"['Summit Entertainment', 'Millennium Films', 'BenderSpink', 'Campbell-Grobman Films']",2016,0.78,31500000.0,Failure
1109,Green Room,Jeremy Saulnier,"['Neil Kopp', 'Victor Moyers', 'Anish Savjani']",Sean Porter,95.0,2015-05-17,A24,English,Jeremy Saulnier,"['Anton Yelchin', 'Imogen Poots', 'Alia Shawkat', 'Joe Cole', 'Callum Turner', 'Patrick Stewart']",Julia Bloch,"['Broad Green Pictures', 'FilmScience']",2015,0.8,5000000.0,Failure
1110,The Huntsman: Winter's War,Cedric Nicolas-Troyan,Joe Roth,Phedon Papamichael,114.0,2016-03-29,Universal Pictures,English,"['Evan Spiliotopoulos', 'Craig Mazin']","['Chris Hemsworth', 'Charlize Theron', 'Emily Blunt', 'Nick Frost', 'Sam Claflin', 'Rob Brydon', 'Jessica Chastain']",Conrad Buff,"['Roth Films', 'Perfect World Pictures']",2016,0.63,115000000.0,Failure
1111,A Hologram for the King,Tom Tykwer,"['Stefan Arndt', 'Gary Goetzman', 'Arcadiy Golubovich', 'Uwe Schott', ""Tim O'Hair""]",Frank Griebe,97.0,2016-04-20,"['Lionsgate', 'Roadside Attractions', 'Saban Films (United States)', 'X-Verleih (Germany)', 'Cinépolis Distribución (Mexico)']",English,Tom Tykwer,"['Tom Hanks', 'Omar Elba', 'Sarita Choudhury', 'Sidse Babett Knudsen', 'Ben Whishaw', 'Tom Skerritt']",Alexander Berner,"['Playtone', 'X-Filme Creative Pool', 'Primeridian Entertainment', 'Silver Reel']",2016,0.4,35000000.0,Failure
1112,Elvis & Nixon,Liza Johnson,"['Holly Wiersma', 'Cassian Elwes', 'Cary Elwes']",Terry Stacey,86.0,2016-04-18,"['Amazon Studios', 'Bleecker Street']",English,"['Joey Sagal', 'Hanala Sagal', 'Cary Elwes']","['Michael Shannon', 'Kevin Spacey', 'Alex Pettyfer', 'Johnny Knoxville', 'Colin Hanks', 'Evan Peters', 'Sky Ferreira', 'Tracy Letts', 'Tate Donovan', 'Ashley Benson']","['Michael Taylor', 'Sabine Hoffman']","['Autumn Productions', 'Elevated Films', 'Holly Wiersma Productions', 'Johnny Mac & David Hansen Productions', 'Benaroya Pictures']",2016,0.56,9800000.0,Failure
1113,Keanu,Peter Atencio,"['Jordan Peele', 'Keegan-Michael Key', 'Peter Principato', 'Paul Young', 'Joel Zadak']",Jas Shelton,100.0,2016-03-13,Warner Bros. Pictures,English,"['Jordan Peele', 'Alex Rubens']","['Jordan Peele', 'Keegan-Michael Key', 'Method Man', 'Luis Guzmán', 'Nia Long', 'Will Forte']",Nicholas Monsour,"['New Line Cinema', 'RatPac-Dune Entertainment', 'Monkeypaw Productions', 'Detroit Pictures', 'Principato-Young Entertainment']",2016,0.69,15000000.0,Failure
1114,Mother's Day,Garry Marshall,"['Brandt Andersen', 'Howard Burd', 'Daniel Diamond', 'Mark DiSalle', 'Wayne Rice', 'Mike Karz']",Charles Minsky,118.0,2016-04-13,Open Road Films,English,"['Tom Hines', 'Anya Kochoff Romano', 'Matt Walker']","['Jennifer Aniston', 'Kate Hudson', 'Shay Mitchell', 'Julia Roberts', 'Jason Sudeikis', 'Britt Robertson', 'Timothy Olyphant', 'Héctor Elizondo', 'Jack Whitehall']","['Bruce Green', 'Robert Malina']","['Capacity Pictures', 'Gulfstream Pictures', 'PalmStar Media']",2016,0.68,25000000.0,Failure
1116,Captain America: Civil War,"['Anthony Russo Joe Russo', 'Anthony Russo', 'Joe Russo']",Kevin Feige,Trent Opaloch,147.0,2016-04-12,"['Walt Disney Studios', 'Motion Pictures']",English,"['Christopher Markus Stephen McFeely', 'Christopher Markus', 'Stephen McFeely']","['Chris Evans', 'Robert Downey Jr.', 'Scarlett Johansson', 'Sebastian Stan', 'Anthony Mackie', 'Don Cheadle', 'Jeremy Renner', 'Chadwick Boseman', 'Paul Bettany', 'Elizabeth Olsen', 'Paul Rudd', 'Emily VanCamp', 'Marisa Tomei', 'Tom Holland', 'Frank Grillo', 'Martin Freeman', 'William Hurt', 'Daniel Brühl']","['Jeffrey Ford', 'Matthew Schmidt']",Marvel Studios,2016,0.51,250000000.0,Success
1117,Money Monster,Jodie Foster,"['Daniel Dubiecki', 'Lara Alameddine', 'George Clooney', 'Grant Heslov']",Matthew Libatique,99.0,2016-05-12,Sony Pictures Releasing,English,"['Jamie Linden', 'Alan Di Fiore', 'Jim Kouf']","['George Clooney', 'Julia Roberts', ""Jack O'Connell"", 'Dominic West', 'Caitríona Balfe', 'Giancarlo Esposito']",Matt Chessé,"['TriStar Pictures', 'LStar Capital', 'Smokehouse Pictures', 'The Allegiance Theater']",2016,0.5882352941176471,27400000.0,Success
1118,The Darkness,Greg McLean,"['Jason Blum', 'Matthew Kaplan', 'Bianca Martino']",Toby Oliver,92.0,2016-05-13,"['BH Tilt', 'High Top Releasing']",English,"['Shayne Armstrong', 'S.P. Krause', 'Greg McLean']","['Kevin Bacon', 'Radha Mitchell', 'Jennifer Morrison', 'Lucy Fry', 'David Mazouz', 'Ming-Na Wen', 'Paul Reiser']","['Sean Lahiff', 'Timothy Alverson']","['Blumhouse Productions', 'Chapter One Films', 'EMU Creek Pictures']",2016,0.46,4000000.0,Success
